,0
0,1.0834348754419234
1,0.5649960664421538
2,0.24180596576514668
3,0.27397376413685476
4,0.3487708534350094
5,0.282140890085374
6,0.37453716671373466
7,0.03333907029312202
8,0.006880942642507302
9,0.045474368094631325
10,0.00624349813643108
11,0.35614337834927273
12,0.25182364600450863
13,0.36880847584676624
14,0.28802861802992696
15,0.6634862824214041
16,0.33200152779759384
17,0.6062796265472666
18,0.1961651853968469
19,0.5233080261182248
20,0.054312306954691775
21,0.9133977976270183
22,0.36441934467688214
23,0.3001355008769735
24,0.38611647180572045
25,0.45981207509995486
26,0.3367909349493227
27,0.10385871911438943
28,0.34964618410396386
29,0.2783754551558884
30,0.10385871911438943
31,0.2828689167131875
32,0.277245054954032
33,0.6824160621619048
34,0.776852924413236
35,0.32930772462814584
36,0.49997189621334037
37,0.6572717451645723
38,0.09379211529081277
39,0.5291829254813404
40,0.5487570583344403
41,0.9485352841899062
42,0.9315892304799853
43,0.27820409595663526
44,0.4250313890546758
45,0.17201129107131288
46,0.504167884038131
47,0.5098545561179473
48,0.4887033157290237
49,0.05431230695469177
50,0.10814004072483471
51,0.3618562443629343
52,0.5202869531595148
53,0.07669515619417586
54,0.09379211529081277
55,0.17436243319833333
56,0.46646991066443605
57,0.4137577905673746
58,0.16606676027475925
59,0.29024903776432354
60,1.0441828502378732
61,1.704187029320059
62,0.21685499998143007
63,0.3420859654855449
64,0.6057622383998755
65,0.5317198696762389
66,0.7147319631157845
67,0.8162501356659343
68,0.6190080586431944
69,0.8259646116409338
70,0.7317098025839159
71,0.6190829777340197
72,0.7977868970832394
73,0.8454277192703873
74,0.5854968987474694
75,0.9434188815658514
76,0.8060452959456371
77,0.18800896485285848
78,0.2120810518246221
79,0.1427478587706817
80,0.18863527974457028
81,0.6150680971907736
82,0.4017619230550862
83,0.2650474953290472
84,0.30406602293865365
85,0.04692676001803279
86,0.04309303783544344
87,0.08687353126701541
88,0.3277714569024686
89,0.48699818141612194
90,0.12837002941140244
91,0.5450429160250466
92,0.6217384995041854
93,0.16022197976347904
94,0.4156656092834503
95,0.1697731730655167
96,0.8739524794951875
97,0.22014387323392917
98,0.19248131198174015
99,0.45628604646320187
100,0.5928315598355316
101,1.5747172314265343
102,0.7451330750076407
103,0.2262902782880951
104,2.7724871671426325
105,3.060717985833996
106,2.850730926022133
107,3.684491460363139
108,0.3202011064221483
109,1.1393831493962523
110,2.7002410310706155
111,0.24205156375491363
112,0.29566217926621374
113,0.41814322899572753
114,0.3348058491402047
115,0.06635093972247771
116,0.10587235480818935
117,0.11809516040158018
118,0.13272205956717648
119,0.20974362756206744
120,0.2782223211101633
121,0.46229620899726553
122,0.6953208254504915
123,0.3401946303375241
124,0.07966816739136394
125,0.23579077306738822
126,0.2511281830458702
127,0.26278560442967097
128,0.3563701732608532
129,0.1290965567885892
130,0.03751751016807473
131,0.18364746477702204
132,0.15407225000214012
133,0.3612490953231771
134,0.43944014717871455
135,0.07164989125783619
136,0.7606431020220669
137,0.270677181864063
138,0.07813465336268798
139,0.07557036537275028
140,0.08306790567354655
141,0.08852712283147554
142,0.09537780068613326
143,0.10037019402673615
144,0.10647955679844459
145,0.11101233131870708
146,0.11651365775834649
147,0.12065298822789938
148,0.07039002968726092
149,0.06780772839632426
150,0.07707366346198749
151,0.47830888166929125
152,0.08708288753011105
153,0.5961264145537708
154,0.09769908289630924
155,0.670661125110693
156,0.10791349603323974
157,0.07813465336268798
158,0.1374656764413024
159,0.23289154578344634
160,0.32428757304423866
161,0.45348034762071376
162,0.5387165848568121
163,0.5957755274902083
164,0.620664410323059
165,0.5938383054978988
166,0.532900287320625
167,0.08349649768568292
168,0.15008842314834084
169,0.2583695046475566
170,0.36473597037221467
171,0.5113418782469776
172,0.6107314062412181
173,0.6910772140855268
174,0.7289436595967229
175,0.6997201804683375
176,0.6295889832393968
177,0.09380561771595716
178,0.11199750717112551
179,0.1536709183313141
180,0.038216545708204736
181,0.38776368688213864
182,0.0628777351914873
183,0.055072067768311646
184,0.21360355321636923
185,0.19989448090675163
186,0.2399392866493343
187,0.301586733210953
188,0.34867309926945994
189,0.4025840005921105
190,0.017767268026393987
191,0.026872091124432434
192,0.06444898078431095
193,0.10145350508662926
194,0.12832555791994432
195,0.16166183240308335
196,0.20321836571518362
197,0.1900388218826607
198,0.2299889133893678
199,0.2657697715429116
200,0.2895514234479052
201,0.31810223864724096
202,0.0492595215176999
203,0.08899714665147766
204,0.10590331831893227
205,0.11979903319887655
206,0.13760925260752238
207,0.14354134680468017
208,0.20455907302125836
209,0.18704229577771364
210,0.23392550567484355
211,0.2970917008693067
212,0.34643089931507415
213,0.4030264846412934
214,0.3398715347752078
215,0.08947501161531955
216,0.7082058953614804
217,0.20889730124612593
218,0.22227631969470193
219,0.20052407262043737
220,0.21446552395144974
221,0.7776368698267189
222,0.37418933966230544
223,0.07520757425343778
224,0.1477781597934025
225,0.18004935318876517
226,0.25932264308015357
227,0.08595975052217154
228,1.5155622066200993
229,3.682473670260029
230,0.19348677619529103
231,0.08851893688706726
232,0.6012560356044504
233,0.08614286690712221
234,0.09455861087179428
235,0.5525105122036554
236,0.11342734922277244
237,0.11164714858914597
238,0.22565809628744773
239,0.07520757425343778
240,0.11973658004138164
241,0.11939788637023169
242,0.1530170915570868
243,0.2047132593270135
244,0.27250039976275486
245,0.37418933966230544
246,0.5349385277291212
247,0.6578019597227853
248,0.7600867058648989
249,0.8773644017489552
250,1.0350528872716336
251,0.06005881874306973
252,0.0803427266834597
253,0.0703433731984825
254,0.08628108632095398
255,0.11673784633284362
256,0.15768857760991853
257,0.10514275366660972
258,0.15539052981515586
259,0.17782272440575297
260,0.1895449462470994
261,0.21015629004456088
262,0.2444564447641999
263,0.046600582468197795
264,0.06263233957234109
265,0.0680761673043946
266,0.08410475915319611
267,0.11454372866967694
268,0.154920995009822
269,0.7638185955072267
270,0.23266414249890616
271,0.021835106179536413
272,0.18384339558713308
273,0.044307722175099214
274,0.06042134594232075
275,0.05426604382582299
276,0.29313633481384016
277,0.027519193762419968
278,0.2025831715848361
279,0.06388845838156484
280,0.07352495770390301
281,0.048006904072616395
282,0.12675272018998163
283,0.2951660150492064
284,0.036528283867160186
285,0.19785739710159106
286,1.7558292105134174
287,0.14255658080560563
288,0.6684898758230571
289,0.5127970944979988
290,0.0786551862001425
291,0.09672557680991084
292,0.09109196821015884
293,0.15161156036927131
294,0.6787566597734903
295,0.16089905209851244
296,0.21892064697736768
297,0.6787760088625681
298,0.1609508261159028
299,0.7836974368388747
300,0.8551763264193654
301,0.20272085126829778
302,0.30481223218885195
303,0.6764383734981622
304,0.1424952923350101
305,0.2255171531551058
306,0.194997237744054
307,0.26558200625711426
308,0.23012994831412864
309,0.08591486304922251
310,0.0421455997845232
311,0.13413592983895734
312,0.28968628856704043
313,0.033828691332068825
314,0.19589598712249479
315,1.7306806523843736
316,1.5526464170441052
317,0.2247812864301948
318,0.6355673416689354
319,0.3628933188280349
320,0.039914561135502846
321,0.17836290948070413
322,0.0618247130445112
323,0.07816920078347839
324,0.14426134322816983
325,0.30146226180415037
326,0.022374839887356064
327,0.271578039957025
328,0.06856969898829349
329,0.06661650547752174
330,0.06405504481563333
331,0.06323092602191592
332,0.06358283663901348
333,0.06464058049476494
334,0.08706312027482677
335,0.042602818543141296
336,0.13360355307977892
337,0.2948532074534988
338,0.0360507523279883
339,0.19773676801714982
340,0.010008026247268783
341,0.42036923028247897
342,0.28775065096752145
343,0.0005202820365548753
344,0.9747108445797492
345,0.06937242227269483
346,0.1642504297041066
347,0.018601213622685964
348,0.196736604755907
349,0.060454934909180004
350,0.006458834196870192
351,0.20693898691340212
352,0.023430676998699367
353,0.10690906058102415
354,0.05849731145467578
355,0.06088248669592137
356,0.03293567267378947
357,0.05769133192138135
358,0.18788719511075186
359,0.056257401955916955
360,0.08961994236507226
361,0.04353807376381161
362,0.13425997468272047
363,0.29529134659472916
364,0.03663693058364603
365,0.197874519814856
366,0.3749559737116138
367,0.06994767532103517
368,0.07272464599684587
369,0.14936883661043618
370,0.0405878815666819
371,0.6379828214779413
372,0.08332959032042196
373,0.22937675460828386
374,0.01452329921481068
375,0.18205132614984607
376,0.0769111445125782
377,0.053707216550880774
378,0.06967134007447129
379,0.2889946309161388
380,0.01830731038122882
